CODE,NAME,DISEASE,BASE_ANTIGEN,INTRO_YEAR,CASES_BEFORE,CASES_AFTER,ABS_CHANGE,PCT_CHANGE
NIC,Nicaragua,POLIO,IPV2_FRAC,2018.0,1.763157894736842,0.0,-1.763157894736842,-100.0
NLD,Netherlands (Kingdom of the),POLIO,IPV1,2014.0,2.176470588235294,0.0,-2.176470588235294,-100.0
NLD,Netherlands (Kingdom of the),POLIO,IPV1_FRAC,2018.0,2.0,0.0,-2.0,-100.0
NLD,Netherlands (Kingdom of the),POLIO,IPV2_FRAC,2018.0,2.0,0.0,-2.0,-100.0
NOR,Norway,POLIO,IPV1,2014.0,0.08823529411764706,0.0,-0.08823529411764706,-100.0
NOR,Norway,POLIO,IPV1_FRAC,2018.0,0.07894736842105263,0.0,-0.07894736842105263,-100.0
NOR,Norway,POLIO,IPV2_FRAC,2018.0,0.07894736842105263,0.0,-0.07894736842105263,-100.0
NPL,Nepal,POLIO,IPV1,2014.0,15.941176470588236,0.0,-15.941176470588236,-100.0
NPL,Nepal,POLIO,IPV1_FRAC,2018.0,14.263157894736842,0.0,-14.263157894736842,-100.0
NPL,Nepal,POLIO,IPV2,2021.0,13.21951219512195,0.0,-13.21951219512195,-100.0
NPL,Nepal,POLIO,IPV2_FRAC,2018.0,14.263157894736842,0.0,-14.263157894736842,-100.0
NZL,New Zealand,POLIO,IPV1,2014.0,0.0,0.0,0.0,
NZL,New Zealand,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
NZL,New Zealand,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
OMN,Oman,POLIO,IPV1,2014.0,11.941176470588236,0.0,-11.941176470588236,-100.0
OMN,Oman,POLIO,IPV1_FRAC,2018.0,10.68421052631579,0.0,-10.68421052631579,-100.0
OMN,Oman,POLIO,IPV2,2021.0,9.902439024390244,0.0,-9.902439024390244,-100.0
OMN,Oman,POLIO,IPV2_FRAC,2018.0,10.68421052631579,0.0,-10.68421052631579,-100.0
PAK,Pakistan,POLIO,IPV1,2014.0,814.7058823529412,63.666666666666664,-751.0392156862746,-92.18531889290013
PAK,Pakistan,POLIO,IPV1_FRAC,2018.0,739.2105263157895,36.6,-702.6105263157895,-95.04877180491277
PAK,Pakistan,POLIO,IPV2,2021.0,689.2439024390244,7.0,-682.2439024390244,-98.98439435224176
PAK,Pakistan,POLIO,IPV2_FRAC,2018.0,739.2105263157895,36.6,-702.6105263157895,-95.04877180491277
PAN,Panama,POLIO,IPV1,2014.0,0.0,0.0,0.0,
PAN,Panama,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
PAN,Panama,POLIO,IPV2,2020.0,0.0,0.0,0.0,
PAN,Panama,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
PER,Peru,POLIO,IPV1,2014.0,35.794117647058826,0.0,-35.794117647058826,-100.0
PER,Peru,POLIO,IPV1_FRAC,2018.0,32.026315789473685,0.0,-32.026315789473685,-100.0
PER,Peru,POLIO,IPV2,2020.0,30.425,0.0,-30.425,-100.0
PER,Peru,POLIO,IPV2_FRAC,2018.0,32.026315789473685,0.0,-32.026315789473685,-100.0
PHL,Philippines,POLIO,IPV1,2014.0,116.11764705882354,1.875,-114.24264705882354,-98.38525835866263
PHL,Philippines,POLIO,IPV1_FRAC,2018.0,103.89473684210526,3.75,-100.14473684210526,-96.39057750759878
PHL,Philippines,POLIO,IPV2,2021.0,96.65853658536585,0.0,-96.65853658536585,-100.0
PHL,Philippines,POLIO,IPV2_FRAC,2018.0,103.89473684210526,3.75,-100.14473684210526,-96.39057750759878
PLW,Palau,POLIO,POL3,1986.0,0.0,0.0,0.0,
PNG,Papua New Guinea,POLIO,IPV1,2015.0,4.771428571428571,3.7142857142857144,-1.057142857142857,-22.15568862275449
PNG,Papua New Guinea,POLIO,IPV1_FRAC,2018.0,4.394736842105263,6.5,2.105263157894737,47.904191616766475
PNG,Papua New Guinea,POLIO,IPV2,2021.0,4.7073170731707314,0.0,-4.7073170731707314,-100.0
PNG,Papua New Guinea,POLIO,IPV2_FRAC,2018.0,4.394736842105263,6.5,2.105263157894737,47.904191616766475
POL,Poland,POLIO,IPV1,2015.0,0.45714285714285713,0.0,-0.45714285714285713,-100.0
POL,Poland,POLIO,IPV1_FRAC,2018.0,0.42105263157894735,0.0,-0.42105263157894735,-100.0
POL,Poland,POLIO,IPV2_FRAC,2018.0,0.42105263157894735,0.0,-0.42105263157894735,-100.0
PRK,Democratic People's Republic of Korea,POLIO,IPV1,2014.0,1.7878787878787878,0.0,-1.7878787878787878,-100.0
PRK,Democratic People's Republic of Korea,POLIO,IPV1_FRAC,2018.0,1.5945945945945945,0.0,-1.5945945945945945,-100.0
PRK,Democratic People's Republic of Korea,POLIO,IPV2,2021.0,1.475,0.0,-1.475,-100.0
PRK,Democratic People's Republic of Korea,POLIO,IPV2_FRAC,2018.0,1.5945945945945945,0.0,-1.5945945945945945,-100.0
PRT,Portugal,POLIO,IPV1,2014.0,0.058823529411764705,0.0,-0.058823529411764705,-100.0
PRT,Portugal,POLIO,IPV1_FRAC,2018.0,0.05263157894736842,0.0,-0.05263157894736842,-100.0
PRT,Portugal,POLIO,IPV2_FRAC,2018.0,0.05263157894736842,0.0,-0.05263157894736842,-100.0
PRY,Paraguay,POLIO,IPV1,2014.0,4.5,0.0,-4.5,-100.0
PRY,Paraguay,POLIO,IPV1_FRAC,2018.0,4.026315789473684,0.0,-4.026315789473684,-100.0
PRY,Paraguay,POLIO,IPV2,2020.0,3.825,0.0,-3.825,-100.0
PRY,Paraguay,POLIO,IPV2_FRAC,2018.0,4.026315789473684,0.0,-4.026315789473684,-100.0
PSE,"occupied Palestinian territory, including east Jerusalem",POLIO,IPV1,2015.0,0.0,0.0,0.0,
PSE,"occupied Palestinian territory, including east Jerusalem",POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
PSE,"occupied Palestinian territory, including east Jerusalem",POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
PYF,French Polynesia,POLIO,POL3,1981.0,0.0,0.045454545454545456,0.045454545454545456,
QAT,Qatar,POLIO,IPV1,2014.0,0.3235294117647059,0.0,-0.3235294117647059,-100.0
QAT,Qatar,POLIO,IPV1_FRAC,2018.0,0.2894736842105263,0.0,-0.2894736842105263,-100.0
QAT,Qatar,POLIO,IPV2,2021.0,0.2682926829268293,0.0,-0.2682926829268293,-100.0
QAT,Qatar,POLIO,IPV2_FRAC,2018.0,0.2894736842105263,0.0,-0.2894736842105263,-100.0
ROU,Romania,POLIO,IPV1,2015.0,11.428571428571429,0.0,-11.428571428571429,-100.0
ROU,Romania,POLIO,IPV1_FRAC,2018.0,10.526315789473685,0.0,-10.526315789473685,-100.0
ROU,Romania,POLIO,IPV2_FRAC,2018.0,10.526315789473685,0.0,-10.526315789473685,-100.0
RUS,Russian Federation,POLIO,IPV1,2014.0,9.08695652173913,0.0,-9.08695652173913,-100.0
RUS,Russian Federation,POLIO,IPV1_FRAC,2018.0,7.7407407407407405,0.0,-7.7407407407407405,-100.0
RUS,Russian Federation,POLIO,IPV2,2021.0,6.966666666666667,0.0,-6.966666666666667,-100.0
RUS,Russian Federation,POLIO,IPV2_FRAC,2018.0,7.7407407407407405,0.0,-7.7407407407407405,-100.0
RWA,Rwanda,POLIO,IPV1,2014.0,6.617647058823529,0.0,-6.617647058823529,-100.0
RWA,Rwanda,POLIO,IPV1_FRAC,2018.0,5.921052631578948,0.0,-5.921052631578948,-100.0
RWA,Rwanda,POLIO,IPV2,2021.0,5.487804878048781,0.0,-5.487804878048781,-100.0
RWA,Rwanda,POLIO,IPV2_FRAC,2018.0,5.921052631578948,0.0,-5.921052631578948,-100.0
SAU,Saudi Arabia,POLIO,IPV1,2014.0,23.705882352941178,0.0,-23.705882352941178,-100.0
SAU,Saudi Arabia,POLIO,IPV1_FRAC,2018.0,21.210526315789473,0.0,-21.210526315789473,-100.0
SAU,Saudi Arabia,POLIO,IPV2,2021.0,19.658536585365855,0.0,-19.658536585365855,-100.0
SAU,Saudi Arabia,POLIO,IPV2_FRAC,2018.0,21.210526315789473,0.0,-21.210526315789473,-100.0
SDN,Sudan,POLIO,IPV1,2014.0,173.7058823529412,6.666666666666667,-167.03921568627453,-96.16209504458743
SDN,Sudan,POLIO,IPV1_FRAC,2018.0,155.42105263157896,12.0,-143.42105263157896,-92.27903826617
SDN,Sudan,POLIO,IPV2,2021.0,145.4878048780488,0.5,-144.9878048780488,-99.65632858340318
SDN,Sudan,POLIO,IPV2_FRAC,2018.0,155.42105263157896,12.0,-143.42105263157896,-92.27903826617
SEAR,South-East Asia Region,POLIO,IPV1,2015.0,8833.371428571429,1.7777777777777777,-8831.593650793651,-99.97987430063195
SEAR,South-East Asia Region,POLIO,IPV2,2021.0,7540.90243902439,2.3333333333333335,-7538.569105691057,-99.96905763796575
SEN,Senegal,POLIO,IPV1,2014.0,37.94117647058823,2.125,-35.81617647058823,-94.39922480620156
SEN,Senegal,POLIO,IPV1_FRAC,2018.0,33.94736842105263,4.25,-29.69736842105263,-87.48062015503876
SEN,Senegal,POLIO,IPV2,2021.0,31.463414634146343,17.0,-14.463414634146343,-45.968992248062015
SEN,Senegal,POLIO,IPV2_FRAC,2018.0,33.94736842105263,4.25,-29.69736842105263,-87.48062015503876
SGP,Singapore,POLIO,IPV1,2014.0,0.18181818181818182,0.0,-0.18181818181818182,-100.0
SGP,Singapore,POLIO,IPV1_FRAC,2018.0,0.16216216216216217,0.0,-0.16216216216216217,-100.0
SGP,Singapore,POLIO,IPV2_FRAC,2018.0,0.16216216216216217,0.0,-0.16216216216216217,-100.0
SLE,Sierra Leone,POLIO,IPV1,2014.0,17.21212121212121,1.875,-15.337121212121211,-89.10651408450704
SLE,Sierra Leone,POLIO,IPV1_FRAC,2018.0,15.35135135135135,3.75,-11.60135135135135,-75.57218309859155
SLE,Sierra Leone,POLIO,IPV2,2021.0,14.45,5.0,-9.45,-65.39792387543253
SLE,Sierra Leone,POLIO,IPV2_FRAC,2018.0,15.35135135135135,3.75,-11.60135135135135,-75.57218309859155
SLV,El Salvador,POLIO,IPV1,2014.0,11.0,0.1,-10.9,-99.0909090909091
SLV,El Salvador,POLIO,IPV1_FRAC,2018.0,9.868421052631579,0.0,-9.868421052631579,-100.0
SLV,El Salvador,POLIO,IPV2,2020.0,9.375,0.0,-9.375,-100.0
SLV,El Salvador,POLIO,IPV2_FRAC,2018.0,9.868421052631579,0.0,-9.868421052631579,-100.0
SMR,San Marino,POLIO,IPV1,2002.0,0.0,0.0,0.0,
SMR,San Marino,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
SMR,San Marino,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
SOM,Somalia,POLIO,IPV1,2014.0,39.041666666666664,4.8,-34.24166666666667,-87.70544290288154
SOM,Somalia,POLIO,IPV1_FRAC,2018.0,33.642857142857146,7.166666666666667,-26.476190476190478,-78.69780608634112
SOM,Somalia,POLIO,IPV2,2021.0,31.322580645161292,4.666666666666667,-26.655913978494624,-85.10127016821146
SOM,Somalia,POLIO,IPV2_FRAC,2018.0,33.642857142857146,7.166666666666667,-26.476190476190478,-78.69780608634112
SRB,Serbia,POLIO,IPV1,2014.0,2.5625,0.0,-2.5625,-100.0
SRB,Serbia,POLIO,IPV1_FRAC,2018.0,2.2777777777777777,0.0,-2.2777777777777777,-100.0
SRB,Serbia,POLIO,IPV2,2021.0,2.1025641025641026,0.0,-2.1025641025641026,-100.0
SRB,Serbia,POLIO,IPV2_FRAC,2018.0,2.2777777777777777,0.0,-2.2777777777777777,-100.0
SRB,Serbia,POLIO,POL3,1981.0,4.0,2.0,-2.0,-50.0
SSD,South Sudan,POLIO,IPV1,2014.0,0.0,6.2,6.2,
SSD,South Sudan,POLIO,IPV1_FRAC,2018.0,0.0,10.333333333333334,10.333333333333334,
SSD,South Sudan,POLIO,IPV2,2021.0,4.166666666666667,4.0,-0.16666666666666696,-4.000000000000007
SSD,South Sudan,POLIO,IPV2_FRAC,2018.0,0.0,10.333333333333334,10.333333333333334,
STP,Sao Tome and Principe,POLIO,IPV1,2014.0,0.8823529411764706,0.0,-0.8823529411764706,-100.0
STP,Sao Tome and Principe,POLIO,IPV1_FRAC,2018.0,0.7894736842105263,0.0,-0.7894736842105263,-100.0
STP,Sao Tome and Principe,POLIO,IPV2,2021.0,0.7317073170731707,0.0,-0.7317073170731707,-100.0
STP,Sao Tome and Principe,POLIO,IPV2_FRAC,2018.0,0.7894736842105263,0.0,-0.7894736842105263,-100.0
SUR,Suriname,POLIO,IPV1,2014.0,0.03333333333333333,0.0,-0.03333333333333333,-100.0
SUR,Suriname,POLIO,IPV1_FRAC,2018.0,0.03333333333333333,0.0,-0.03333333333333333,-100.0
SUR,Suriname,POLIO,IPV2,2020.0,0.03125,0.0,-0.03125,-100.0
SUR,Suriname,POLIO,IPV2_FRAC,2018.0,0.03333333333333333,0.0,-0.03333333333333333,-100.0
SVK,Slovakia,POLIO,IPV1,2014.0,0.0,0.0,0.0,
SVK,Slovakia,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
SVK,Slovakia,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
SVN,Slovenia,POLIO,IPV1,2014.0,0.0,0.0,0.0,
SVN,Slovenia,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
SVN,Slovenia,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
SWE,Sweden,POLIO,IPV1,2014.0,0.029411764705882353,0.0,-0.029411764705882353,-100.0
SWE,Sweden,POLIO,IPV1_FRAC,2018.0,0.02631578947368421,0.0,-0.02631578947368421,-100.0
SWE,Sweden,POLIO,IPV2_FRAC,2018.0,0.02631578947368421,0.0,-0.02631578947368421,-100.0
SWZ,Eswatini,POLIO,IPV1,2014.0,8.878787878787879,0.0,-8.878787878787879,-100.0
SWZ,Eswatini,POLIO,IPV1_FRAC,2018.0,7.918918918918919,0.0,-7.918918918918919,-100.0
SWZ,Eswatini,POLIO,IPV2,2021.0,7.325,0.0,-7.325,-100.0
SWZ,Eswatini,POLIO,IPV2_FRAC,2018.0,7.918918918918919,0.0,-7.918918918918919,-100.0
SYC,Seychelles,POLIO,IPV1,2014.0,0.0,0.0,0.0,
SYC,Seychelles,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
SYC,Seychelles,POLIO,IPV2,2021.0,0.0,0.0,0.0,
SYC,Seychelles,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
SYR,Syrian Arab Republic,POLIO,IPV1,2008.0,39.67857142857143,7.857142857142857,-31.821428571428573,-80.19801980198021
SYR,Syrian Arab Republic,POLIO,IPV1_FRAC,2018.0,32.13157894736842,0.0,-32.13157894736842,-100.0
SYR,Syrian Arab Republic,POLIO,IPV2,2021.0,29.78048780487805,0.0,-29.78048780487805,-100.0
SYR,Syrian Arab Republic,POLIO,IPV2_FRAC,2018.0,32.13157894736842,0.0,-32.13157894736842,-100.0
TCA,Turks and Caicos Islands,POLIO,IPV1,2017.0,0.0,0.0,0.0,
TCA,Turks and Caicos Islands,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
TCA,Turks and Caicos Islands,POLIO,IPV2,2020.0,0.0,0.0,0.0,
TCA,Turks and Caicos Islands,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
TCD,Chad,POLIO,IPV1,2014.0,51.125,21.1,-30.025,-58.728606356968214
TCD,Chad,POLIO,IPV1_FRAC,2018.0,43.82142857142857,35.166666666666664,-8.654761904761905,-19.750067916327087
TCD,Chad,POLIO,IPV2,2021.0,43.193548387096776,33.0,-10.193548387096776,-23.599701269604186
TCD,Chad,POLIO,IPV2_FRAC,2018.0,43.82142857142857,35.166666666666664,-8.654761904761905,-19.750067916327087
TGO,Togo,POLIO,IPV1,2014.0,27.205882352941178,2.111111111111111,-25.094771241830067,-92.24024024024024
TGO,Togo,POLIO,IPV1_FRAC,2018.0,24.342105263157894,3.8,-20.542105263157893,-84.38918918918918
TGO,Togo,POLIO,IPV2,2021.0,22.975609756097562,1.0,-21.975609756097562,-95.64755838641189
TGO,Togo,POLIO,IPV2_FRAC,2018.0,24.342105263157894,3.8,-20.542105263157893,-84.38918918918918
THA,Thailand,POLIO,IPV1,2014.0,41.029411764705884,0.0,-41.029411764705884,-100.0
THA,Thailand,POLIO,IPV1_FRAC,2018.0,36.71052631578947,0.0,-36.71052631578947,-100.0
THA,Thailand,POLIO,IPV2,2021.0,34.02439024390244,0.0,-34.02439024390244,-100.0
THA,Thailand,POLIO,IPV2_FRAC,2018.0,36.71052631578947,0.0,-36.71052631578947,-100.0
TJK,Tajikistan,POLIO,IPV1,2015.0,25.875,5.142857142857143,-20.732142857142858,-80.12422360248448
TJK,Tajikistan,POLIO,IPV1_FRAC,2018.0,23.0,9.0,-14.0,-60.86956521739131
TJK,Tajikistan,POLIO,IPV2,2021.0,20.733333333333334,35.0,14.266666666666666,68.81028938906752
TJK,Tajikistan,POLIO,IPV2_FRAC,2018.0,23.0,9.0,-14.0,-60.86956521739131
TKM,Turkmenistan,POLIO,IPV1,2014.0,1.7826086956521738,0.0,-1.7826086956521738,-100.0
TKM,Turkmenistan,POLIO,IPV1_FRAC,2018.0,1.5185185185185186,0.0,-1.5185185185185186,-100.0
TKM,Turkmenistan,POLIO,IPV2,2021.0,1.3666666666666667,0.0,-1.3666666666666667,-100.0
TKM,Turkmenistan,POLIO,IPV2_FRAC,2018.0,1.5185185185185186,0.0,-1.5185185185185186,-100.0
TLS,Timor-Leste,POLIO,IPV1,2014.0,0.0,0.0,0.0,
TLS,Timor-Leste,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
TLS,Timor-Leste,POLIO,IPV2,2021.0,0.0,0.0,0.0,
TLS,Timor-Leste,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
TTO,Trinidad and Tobago,POLIO,IPV1,2014.0,0.0,0.0,0.0,
TTO,Trinidad and Tobago,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
TTO,Trinidad and Tobago,POLIO,IPV2,2020.0,0.0,0.0,0.0,
TTO,Trinidad and Tobago,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
TUN,Tunisia,POLIO,IPV1,2014.0,4.382352941176471,0.0,-4.382352941176471,-100.0
TUN,Tunisia,POLIO,IPV1_FRAC,2018.0,3.9210526315789473,0.0,-3.9210526315789473,-100.0
TUN,Tunisia,POLIO,IPV2,2021.0,3.6341463414634148,0.0,-3.6341463414634148,-100.0
TUN,Tunisia,POLIO,IPV2_FRAC,2018.0,3.9210526315789473,0.0,-3.9210526315789473,-100.0
TUR,Türkiye,POLIO,IPV1,2010.0,37.3,0.0,-37.3,-100.0
TUR,Türkiye,POLIO,IPV1_FRAC,2018.0,30.243243243243242,0.0,-30.243243243243242,-100.0
TUR,Türkiye,POLIO,IPV2,2021.0,27.975,0.0,-27.975,-100.0
TUR,Türkiye,POLIO,IPV2_FRAC,2018.0,30.243243243243242,0.0,-30.243243243243242,-100.0
TZA,United Republic of Tanzania,POLIO,IPV1,2014.0,50.333333333333336,0.2222222222222222,-50.111111111111114,-99.55849889624724
TZA,United Republic of Tanzania,POLIO,IPV1_FRAC,2018.0,44.891891891891895,0.4,-44.491891891891896,-99.10897049969898
TZA,United Republic of Tanzania,POLIO,IPV2,2021.0,41.525,1.0,-40.525,-97.59181216134859
TZA,United Republic of Tanzania,POLIO,IPV2_FRAC,2018.0,44.891891891891895,0.4,-44.491891891891896,-99.10897049969898
UGA,Uganda,POLIO,IPV1,2014.0,35.9,0.0,-35.9,-100.0
UGA,Uganda,POLIO,IPV1_FRAC,2018.0,31.676470588235293,0.0,-31.676470588235293,-100.0
UGA,Uganda,POLIO,IPV2,2021.0,29.10810810810811,0.0,-29.10810810810811,-100.0
UGA,Uganda,POLIO,IPV2_FRAC,2018.0,31.676470588235293,0.0,-31.676470588235293,-100.0
UKR,Ukraine,POLIO,IPV1,2015.0,1.5,0.5714285714285714,-0.9285714285714286,-61.904761904761905
UKR,Ukraine,POLIO,IPV1_FRAC,2018.0,1.4074074074074074,0.5,-0.9074074074074074,-64.47368421052632
UKR,Ukraine,POLIO,IPV2,2021.0,1.2666666666666666,2.0,0.7333333333333334,57.89473684210527
UKR,Ukraine,POLIO,IPV2_FRAC,2018.0,1.4074074074074074,0.5,-0.9074074074074074,-64.47368421052632
URY,Uruguay,POLIO,IPV1,2014.0,0.0,0.0,0.0,
URY,Uruguay,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
URY,Uruguay,POLIO,IPV2,2020.0,0.0,0.0,0.0,
URY,Uruguay,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
USA,United States of America,POLIO,IPV1,2014.0,1.7941176470588236,0.5,-1.2941176470588236,-72.1311475409836
USA,United States of America,POLIO,IPV1_FRAC,2018.0,1.6842105263157894,0.25,-1.4342105263157894,-85.15625
USA,United States of America,POLIO,IPV2,2020.0,1.641025641025641,0.3333333333333333,-1.3076923076923077,-79.6875
USA,United States of America,POLIO,IPV2_FRAC,2018.0,1.6842105263157894,0.25,-1.4342105263157894,-85.15625
UZB,Uzbekistan,POLIO,IPV1,2015.0,9.041666666666666,0.0,-9.041666666666666,-100.0
UZB,Uzbekistan,POLIO,IPV1_FRAC,2018.0,8.037037037037036,0.0,-8.037037037037036,-100.0
UZB,Uzbekistan,POLIO,IPV2,2021.0,7.233333333333333,0.0,-7.233333333333333,-100.0
UZB,Uzbekistan,POLIO,IPV2_FRAC,2018.0,8.037037037037036,0.0,-8.037037037037036,-100.0
VCT,Saint Vincent and the Grenadines,POLIO,IPV1,2014.0,0.0,0.0,0.0,
VCT,Saint Vincent and the Grenadines,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
VCT,Saint Vincent and the Grenadines,POLIO,IPV2,2020.0,0.0,0.0,0.0,
VCT,Saint Vincent and the Grenadines,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
VEN,Venezuela (Bolivarian Republic of),POLIO,IPV1,2014.0,7.088235294117647,0.0,-7.088235294117647,-100.0
VEN,Venezuela (Bolivarian Republic of),POLIO,IPV1_FRAC,2018.0,6.342105263157895,0.0,-6.342105263157895,-100.0
VEN,Venezuela (Bolivarian Republic of),POLIO,IPV2,2020.0,6.025,0.0,-6.025,-100.0
VEN,Venezuela (Bolivarian Republic of),POLIO,IPV2_FRAC,2018.0,6.342105263157895,0.0,-6.342105263157895,-100.0
VGB,British Virgin Islands,POLIO,IPV1,2017.0,0.0,0.0,0.0,
VGB,British Virgin Islands,POLIO,IPV1_FRAC,2018.0,0.0,0.0,0.0,
VGB,British Virgin Islands,POLIO,IPV2,2020.0,0.0,0.0,0.0,
VGB,British Virgin Islands,POLIO,IPV2_FRAC,2018.0,0.0,0.0,0.0,
VNM,Viet Nam,POLIO,IPV1,2014.0,394.3235294117647,0.0,-394.3235294117647,-100.0
VNM,Viet Nam,POLIO,IPV1_FRAC,2018.0,352.8157894736842,0.0,-352.8157894736842,-100.0
VNM,Viet Nam,POLIO,IPV2,2021.0,327.0,0.0,-327.0,-100.0
VNM,Viet Nam,POLIO,IPV2_FRAC,2018.0,352.8157894736842,0.0,-352.8157894736842,-100.0
WPR,Western Pacific Region,POLIO,IPV1,2015.0,2151.057142857143,6.75,-2144.307142857143,-99.68620080491985
WPR,Western Pacific Region,POLIO,IPV2,2021.0,1837.5853658536585,0.0,-1837.5853658536585,-100.0
YEM,Yemen,POLIO,IPV1,2014.0,173.24242424242425,27.0,-146.24242424242425,-84.41490292111247
YEM,Yemen,POLIO,IPV1_FRAC,2018.0,154.51351351351352,45.0,-109.51351351351352,-70.87633374147279
YEM,Yemen,POLIO,IPV2,2021.0,143.725,79.33333333333333,-64.39166666666667,-44.80199454977677
YEM,Yemen,POLIO,IPV2_FRAC,2018.0,154.51351351351352,45.0,-109.51351351351352,-70.87633374147279
ZAF,South Africa,POLIO,IPV1,2004.0,55.083333333333336,0.0,-55.083333333333336,-100.0
ZAF,South Africa,POLIO,IPV1_FRAC,2018.0,34.78947368421053,0.0,-34.78947368421053,-100.0
ZAF,South Africa,POLIO,IPV2,2021.0,32.24390243902439,0.0,-32.24390243902439,-100.0
ZAF,South Africa,POLIO,IPV2_FRAC,2018.0,34.78947368421053,0.0,-34.78947368421053,-100.0
ZMB,Zambia,POLIO,IPV1,2014.0,69.36363636363636,0.3333333333333333,-69.03030303030303,-99.51944080384449
ZMB,Zambia,POLIO,IPV1_FRAC,2018.0,61.86486486486486,0.6,-61.26486486486486,-99.03014416775885
ZMB,Zambia,POLIO,IPV2,2021.0,57.275,0.5,-56.775,-99.12701876909647
ZMB,Zambia,POLIO,IPV2_FRAC,2018.0,61.86486486486486,0.6,-61.26486486486486,-99.03014416775885
ZWE,Zimbabwe,POLIO,IPV1,2014.0,8.117647058823529,0.1111111111111111,-8.006535947712418,-98.63123993558777
ZWE,Zimbabwe,POLIO,IPV1_FRAC,2018.0,7.2631578947368425,0.2,-7.063157894736842,-97.2463768115942
ZWE,Zimbabwe,POLIO,IPV2,2021.0,6.7317073170731705,0.5,-6.2317073170731705,-92.57246376811594
ZWE,Zimbabwe,POLIO,IPV2_FRAC,2018.0,7.2631578947368425,0.2,-7.063157894736842,-97.2463768115942
AIA,Anguilla,DIPHTHERIA,DTPCV1,2000.0,0.0,0.0,0.0,
ARM,Armenia,DIPHTHERIA,DTPCV1,1992.0,3.5,3.28125,-0.21875,-6.25
ASM,American Samoa,DIPHTHERIA,DTPCV1,2000.0,0.0,0.0,0.0,
AZE,Azerbaijan,DIPHTHERIA,DTPCV1,1991.0,4.0,70.90625,66.90625,1672.65625
BIH,Bosnia and Herzegovina,DIPHTHERIA,DTPCV1,1992.0,0.0,0.0,0.0,
BIH,Bosnia and Herzegovina,DIPHTHERIA,DTPCV3,1991.0,0.0,0.0,0.0,
BLR,Belarus,DIPHTHERIA,DTPCV1,1992.0,24.0,38.15625,14.15625,58.984375
BMU,Bermuda,DIPHTHERIA,DTPCV1,2000.0,0.05,0.0,-0.05,-100.0
CYM,Cayman Islands,DIPHTHERIA,DTPCV1,2000.0,0.0,0.0,0.0,
CZE,Czechia,DIPHTHERIA,DTPCV1,1993.0,0.0,0.45161290322580644,0.45161290322580644,
CZE,Czechia,DIPHTHERIA,DTPCV3,1991.0,0.0,0.42424242424242425,0.42424242424242425,
GEO,Georgia,DIPHTHERIA,DTPCV1,1992.0,7.0,54.625,47.625,680.3571428571429
GUM,Guam,DIPHTHERIA,DTPCV1,2000.0,0.0,0.0,0.0,
GUM,Guam,DIPHTHERIA,DTPCV3,1981.0,0.0,0.0,0.0,
HKG,"China, Hong Kong SAR",DIPHTHERIA,DTPCV1,2000.0,0.15,0.0,-0.15,-100.0
HRV,Croatia,DIPHTHERIA,DTPCV1,1992.0,0.0,0.0,0.0,
KAZ,Kazakhstan,DIPHTHERIA,DTPCV1,1992.0,29.0,83.16666666666667,54.16666666666667,186.78160919540232
KGZ,Kyrgyzstan,DIPHTHERIA,DTPCV1,1992.0,8.0,63.41935483870968,55.41935483870968,692.741935483871
LTU,Lithuania,DIPHTHERIA,DTPCV1,1992.0,1.0,4.03125,3.03125,303.125
LVA,Latvia,DIPHTHERIA,DTPCV1,1992.0,4.0,48.78125,44.78125,1119.53125
MAC,"China, Macao SAR",DIPHTHERIA,DTPCV1,2000.0,0.10526315789473684,0.0,-0.10526315789473684,-100.0
MAC,"China, Macao SAR",DIPHTHERIA,DTPCV3,1982.0,0.0,0.05263157894736842,0.05263157894736842,
MDA,Republic of Moldova,DIPHTHERIA,DTPCV1,1992.0,10.0,32.28125,22.28125,222.8125
