YEAR,AVG_BOOSTER
2017.0,83.33333333333333
2018.0,83.09009651076467
2019.0,82.4112831858407
2020.0,79.14777445855115
2021.0,79.87883823529413
2022.0,80.51177329624478
2023.0,81.44317840054681
